TimeStamp/Wavelength,1350,1352,1354,1356,1358,1360,1362,1364,1366,1368,1370,1372,1374,1376,1378,1380,1382,1384,1386,1388,1390,1392,1394,1396,1398,1400,1402,1404,1406,1408,1410,1412,1414,1416,1418,1420,1422,1424,1426,1428,1430,1432,1434,1436,1438,1440,1442,1444,1446,1448,1450,1452,1454,1456,1458,1460,1462,1464,1466,1468,1470,1472,1474,1476,1478,1480,1482,1484,1486,1488,1490,1492,1494,1496,1498,1500,1502,1504,1506,1508,1510,1512,1514,1516,1518,1520,1522,1524,1526,1528,1530,1532,1534,1536,1538,1540,1542,1544,1546,1548,1550,1552,1554,1556,1558,1560,1562,1564,1566,1568,1570,1572,1574,1576,1578,1580,1582,1584,1586,1588,1590,1592,1594,1596,1598,1600,1602,1604,1606,1608,1610,1612,1614,1616,1618,1620,1622,1624,1626,1628,1630,1632,1634,1636,1638,1640,1642,1644,1646,1648,1650
02.06.2026 10:44:55,1209.36,1200.06,1191.43,1180.67,1170.61,1160.65,1150.26,1140,1129.5,1116.47,1105.72,1094.39,1082.26,1068.34,1054.25,1040.83,1027.14,1011.94,997.04,981.45,963.71,950.76,937.48,923.86,910.9,897.6,886.75,876.73,867.08,859.98,852.98,844.74,838.62,833.68,829.87,824.6,820.51,816.53,812.29,810.34,805.44,802.6,801.91,800.05,796.66,794.82,792.95,791.86,788.89,787.06,787.43,785.84,784.51,784.52,783.53,782.65,781.72,780.74,782.47,781.46,781.37,781.15,781.68,782.3,781.55,783.22,783.64,785.27,785.59,787.76,788.25,789.06,790.24,792.48,793.32,795.5,797.57,798.89,800.14,804.2,804.89,807.62,809.01,812.84,814.21,815.93,819.78,822.64,824.77,827.57,831.88,833.5,836.03,840.61,842.85,846.56,849.5,853.31,857.18,860.71,863.94,867.69,872.13,875.62,879.82,882.99,888.65,892.7,896.49,900.35,904.98,909.46,913.26,918.12,921.93,927.6,931.74,938.58,942.26,947.86,951.8,956.21,962.03,967.56,971.57,977.17,982.48,988.25,992.58,998.93,1003.76,1009.74,1015.65,1022.28,1026.87,1033.1,1038.74,1044.49,1050.63,1056.44,1062.96,1069.23,1076.07,1080.96,1088.19,1094,1100.56,1106.6,1111.71,1116.65,1124.07
02.06.2026 10:44:56,1210.03,1200.52,1191.34,1179.68,1170.03,1159.89,1149.1,1138.13,1127.6,1116.74,1105.28,1093.91,1080.71,1068.22,1055.47,1040.03,1025.87,1011.6,995.97,980.49,965.11,951.86,936.65,923.1,910.07,897.57,887.32,876.57,868.42,860.58,854.2,845.25,840.48,834.38,828.24,824.32,819.21,815.97,811.8,809.67,806.02,803.9,800.54,799.34,796.04,794.05,791.7,791.91,788.46,788.17,786.12,785.68,785.16,783.45,783.79,781.93,781.26,781.71,781.27,781.33,782.08,780.21,782.48,781.58,783.14,783.55,784.61,785.43,786.82,786.77,788.93,790.06,790.35,793.08,793.68,795.11,796.39,798.94,801.55,803.42,804.64,807.86,809,812.66,814.29,816.99,820.23,821.67,824.42,828.14,829.75,833.92,836.75,840.37,842.79,846.84,849.53,852.97,856.26,860.13,864.88,868.05,871.13,875.51,879.76,882.82,888.03,891.81,896.2,901.39,904.25,909.67,913.72,918.51,923.57,927,932.33,937.18,941.3,946.65,951.66,956.53,961.34,966.67,972.59,977.04,983.02,987.55,993.89,998.77,1004.83,1010.22,1015.22,1021.81,1026.87,1033.7,1038.98,1045.95,1051.94,1058.06,1062.75,1069.36,1075.96,1082.15,1088.12,1094.75,1100.45,1106.79,1112.66,1118.47,1124.74
02.06.2026 10:44:57,1209.21,1199.47,1190.19,1180.04,1169.84,1160.35,1149.91,1138.47,1127.34,1116.87,1106.23,1093.45,1081.89,1068.75,1054.47,1040,1027.13,1010.72,996.45,980.97,964.37,950.3,936.48,922.87,909.15,897.46,887.5,877.02,866.68,858.73,851.82,844.57,840.09,833.54,827.94,824.71,819.33,815.68,812.81,809.13,806.28,803.02,801.87,798.57,795.66,793.97,793.14,792.2,789.37,786.74,786.04,784.72,784.57,783.37,783.01,782.69,781.74,781.78,780.95,781.18,781.49,781.3,782.33,782.34,782,782.74,783.79,783.69,786.06,786.05,788.16,789.84,789.57,792.11,792.63,795.56,796.85,798.17,801.22,802.88,806.18,807.56,809.53,812.41,812.68,816.54,819.09,821.03,824.75,827.88,830.6,834.07,836.32,839.74,844.06,845.85,850.25,853.11,855.92,860.7,864.16,868.01,871.83,875.38,878.74,883.56,887.29,891.36,896.63,901.53,904.38,908.95,913.71,919,923.45,927.79,932.8,935.83,941.8,946.74,951.27,957,962.85,966.31,973.41,976.18,982.67,987.69,992.81,1000.12,1003.94,1009.85,1015.26,1021.18,1027.3,1032.33,1039.35,1045,1050.75,1056.91,1063.97,1068.95,1075.19,1081.89,1087.55,1093.59,1100.33,1105.48,1113.55,1118.78,1124.23
02.06.2026 10:44:58,1209.6,1200.05,1189.24,1181.36,1170.73,1158.95,1149.46,1138.87,1128.69,1117.15,1104.17,1092.83,1080.58,1068.72,1054.03,1040.56,1024.06,1010.39,995.48,980.23,965.31,950.75,935.56,922.19,910.18,898.99,886.38,877.13,867.01,859.47,851.87,845.22,839.98,832.93,827.68,823.51,820,816.27,812.33,809.36,806.49,803.21,800.38,797.45,794.82,794.76,792.39,791.2,789.3,786.86,786.06,785.8,784.44,782.86,782.13,782.63,781.67,780.94,781.02,781.33,781.14,781.02,781.34,781.96,782.14,782.71,784.2,785.1,785.53,787.08,787.6,788.93,790.72,791.75,793.62,795.81,797.35,798.78,800.75,802.8,804.81,807.07,809.15,811.46,815.57,817.07,818.61,822.62,824.91,827.76,829.97,833.82,837.29,840.44,842.85,845.83,850.05,852.89,856.27,860.48,865.55,867.05,872.18,874.85,879.42,883.28,887.68,891.5,895.68,901.11,904.44,909,913.67,917.43,923.37,927.43,933,937.88,941.67,946.34,951.23,956.71,961.79,966.6,971.74,977.39,982.33,988.19,993.95,998.75,1004.34,1010.91,1014.59,1021.46,1027.45,1033.55,1038.18,1045.66,1051.11,1056.54,1063.86,1069.35,1074.77,1081.04,1087.45,1093.93,1099.77,1105.36,1113.03,1117.9,1124.66
02.06.2026 10:44:59,1209.31,1198.19,1190.33,1180.81,1169.56,1159.71,1149.51,1138.49,1128.33,1116.44,1104.86,1092.72,1081.33,1068.72,1054.51,1040.11,1027.09,1009.48,995.05,980.37,964.04,949.17,935.8,922.11,909.48,898.17,886.68,876.55,867.77,859.11,852.37,845.34,839.29,834.3,828.36,823.4,819.84,816.87,812.91,809.46,806.59,803.07,800.79,798.41,796.36,793.32,793.43,790.84,788.64,787.28,786.68,785.89,783.94,784.22,782.97,781.97,780.74,780.58,781.59,780.18,781.81,780.81,782.44,782.25,782.67,783.29,783.25,785,786.35,787.56,788.57,789.49,790.45,792,793.9,795.2,797.3,799.11,800.49,802.75,805.15,808.31,810.53,811.19,814.62,817.44,819.02,821.92,825.58,827.93,830.69,833.72,836.8,839.59,843.49,846.23,849.41,853.08,858.14,860.63,864.64,868.35,872.02,875.84,879.18,883.91,887.06,893.05,896.13,901.44,904.69,909.26,913.36,918.93,922.92,928.01,932.3,936.52,941.54,946.76,951.8,956.88,961.7,968.17,971.07,978.08,982.91,986.87,993.6,998.22,1003.91,1009.78,1015.4,1022.34,1028.13,1033.87,1039.68,1045.53,1051.35,1056.82,1063.97,1069.29,1075.82,1082.35,1088.32,1094.37,1100.61,1106.46,1111.7,1117.9,1124.36
02.06.2026 10:45:00,1208.47,1199.63,1189.49,1179.49,1169.79,1159.75,1149.4,1138.71,1126.54,1116.47,1104.52,1093.77,1081.08,1067.82,1055.26,1039.99,1026.79,1010.92,995.3,980.11,964.94,949.84,936.02,921.65,909.97,897.16,887.46,876.91,867.56,858.38,852.36,844.23,838.78,833.57,828.98,824.82,820.48,815.32,812.37,809.31,805.94,803.69,800.35,798.35,796.2,794.39,792.18,790.05,789.58,787.06,786.68,785.87,785.29,784.02,782.42,782.33,782.02,781.58,780.87,781.27,780.54,781.28,781.51,783.37,782.69,782.79,784.43,784.44,785.44,786.88,788.18,789.67,791.42,792.21,795,795.06,797.76,799.73,801.24,803.06,804.32,807.69,809.54,812.22,814.62,816.55,819.43,821.47,824.49,827.7,830.74,833.89,837.56,840.01,842.53,847.42,849.19,852.53,856.59,859.11,863.58,866.8,871.85,874.41,879.79,884.49,887.19,891.73,896.28,900.04,904.57,908.75,913.93,918.77,923.74,927.18,931.98,937.01,942.92,946.8,951.77,956.95,961.64,967.03,972.34,977.34,983.03,988.5,993.18,998.81,1005,1010.19,1015.74,1022.13,1027.65,1032.81,1038.23,1045.34,1050.18,1057.38,1062.82,1069.66,1075.19,1081.32,1088.59,1093.85,1100.09,1106.62,1113.16,1118.35,1123.99
02.06.2026 10:45:01,1208.69,1198.84,1190.05,1179.64,1168.97,1159.83,1148.51,1137.77,1127.64,1116.69,1105.28,1093.15,1081.24,1067.53,1054.34,1040.14,1024.96,1010.11,995.18,980.46,965.17,949.04,935.86,922.18,909.76,897.7,886.17,876.96,866.73,859.52,852.57,845.25,840.39,831.79,828.8,824.41,820.15,815.72,812.27,809.61,806.07,804.42,800.87,798.4,795.44,793.26,791.19,791.46,789.82,787.77,787.17,784.92,784.51,783.54,782.95,782.61,781.66,781.4,781.64,781.4,781.29,781.71,780.67,782.86,782.08,782.59,783.7,785.05,785.13,787.18,788.55,789.63,791.57,791.18,794.31,795.41,798.32,798.56,801.18,803.92,806.08,807.42,810.16,811.7,813.82,816.06,820.75,821.23,824.24,826.87,830.6,832.99,837.2,839.67,843.17,846.05,849.65,852.26,856.05,861.04,864.06,868.62,871.92,875.37,879.93,883.21,888.43,890.99,895.95,900.11,905.97,909.35,913.24,917.37,923.3,927.08,931.92,937.07,940.66,945.95,951.39,956.37,960.74,967.25,971.8,977.67,982.47,987.22,993.01,998.84,1004.42,1010.24,1016.66,1020.55,1026.73,1034.08,1038.81,1044.12,1050.75,1056.56,1063.05,1069.03,1075.96,1081.58,1087.34,1092.93,1099.55,1105.96,1112.19,1119.48,1125.37
02.06.2026 10:45:02,1208.91,1197.97,1189.85,1180.43,1170.71,1159.38,1149.61,1138.21,1127.81,1115.72,1104.67,1093.49,1080.17,1066.55,1054.68,1039.01,1025.68,1010.54,994.69,979.9,964,949.57,935.53,921.46,909.83,897.2,886.11,876.74,867.26,858.59,852.63,845.62,839.67,833.54,828.49,823.29,820.46,815.75,811.91,808.35,806.15,803.93,800.82,798.84,795.83,793.85,792.6,790.19,789.08,787.16,785.46,786.08,784.47,782.55,782.6,781.47,783.05,781.61,781.69,781.85,781.34,782.29,781.23,782.43,781.73,783.21,782.71,785.23,786.29,787.23,787.63,789.24,789.68,792.32,793.27,795.33,797.19,798.7,801.33,802.22,805.17,806.55,809.66,811.26,814.34,817.26,819.76,823,824.7,827.87,830.42,833.3,836.57,839.75,843.13,846.61,850.26,852.57,856.67,860.59,864.56,868.07,870.91,875.82,878.73,883.99,887.23,892.06,896.25,900.53,904.15,908.98,913.91,918.54,923.69,928.19,932.85,936.78,942.53,946.98,951.38,956.33,961.65,966.46,971.48,976.77,981.87,988.36,993.59,999.38,1005.02,1009.73,1015.75,1021.75,1027.03,1033.21,1038.66,1045.6,1050.99,1057.33,1061.86,1069.1,1074.85,1081.1,1087.46,1093.97,1099.65,1105.67,1112.12,1118.69,1125.05
02.06.2026 10:45:03,1208.42,1198.72,1188.84,1179.37,1169.08,1158.79,1149.04,1140.24,1128.44,1116.46,1105.85,1093.47,1079.76,1068.26,1053.2,1040.4,1024.43,1010.03,995.43,979.11,963.72,949.4,935.37,922.25,908.43,896.71,886.92,875.62,866.38,859.38,852.23,843.83,837.69,833.18,828.37,824.36,820.11,815.52,811.6,808.48,805.74,802.82,801.2,797.62,796.18,794,792.82,790.51,789.58,787.89,785.79,785.7,784.57,783.65,782.53,782.25,781.59,781.03,781.6,780.79,780.93,782.07,782.88,781.18,783.77,783.98,783.78,785.2,786.15,787.13,788.69,790.37,790.26,792.15,793.47,794.69,797.98,798.71,802.05,802.78,805.6,806.59,809.89,812.46,813.36,816.92,820.12,822.05,825.3,827.45,829.88,833.29,836.25,839.61,843.28,846.52,848.43,853.75,855.99,860.46,863.54,868.24,871.61,875.93,880.82,883.51,887.72,890.99,895.32,899.64,904.52,909.42,915.32,918.12,923.11,927.58,932.44,937.04,941.65,946.89,952.15,956.34,961.95,966.23,971.22,977.58,982.07,987.58,992.97,998.44,1004.03,1009.91,1015.28,1020.87,1026.99,1031.99,1038.13,1044.93,1052.46,1057.83,1063.13,1069.37,1074.68,1081.71,1088.82,1094.43,1099.52,1105.36,1111.91,1117.61,1124.93
