TimeStamp/Wavelength,1100,1102,1104,1106,1108,1110,1112,1114,1116,1118,1120,1122,1124,1126,1128,1130,1132,1134,1136,1138,1140,1142,1144,1146,1148,1150,1152,1154,1156,1158,1160,1162,1164,1166,1168,1170,1172,1174,1176,1178,1180,1182,1184,1186,1188,1190,1192,1194,1196,1198,1200,1202,1204,1206,1208,1210,1212,1214,1216,1218,1220,1222,1224,1226,1228,1230,1232,1234,1236,1238,1240,1242,1244,1246,1248,1250,1252,1254,1256,1258,1260,1262,1264,1266,1268,1270,1272,1274,1276,1278,1280,1282,1284,1286,1288,1290,1292,1294,1296,1298,1300,1302,1304,1306,1308,1310,1312,1314,1316,1318,1320,1322,1324,1326,1328,1330,1332,1334,1336,1338,1340,1342,1344,1346,1348,1350
03.06.2026 14:29:02,1764.7,1764.83,1765.12,1764.89,1764.86,1764.61,1765.11,1764.96,1764.74,1765.24,1765.37,1765.15,1765.45,1765.55,1766.09,1765.68,1765.49,1765.64,1766,1766.25,1765.88,1766.1,1766.21,1766.38,1766.56,1766.29,1766.8,1766.79,1766.39,1766.2,1766.51,1766.82,1766.86,1767.16,1767.17,1767.59,1767.59,1767.48,1767.63,1767.81,1767.6,1767.68,1768.24,1767.69,1768.45,1768.03,1768.64,1768.3,1768.84,1768.42,1768.63,1768.75,1768.96,1768.52,1769.18,1769.55,1768.85,1769.33,1769.38,1769.28,1769.61,1769.54,1769.85,1770.45,1770.32,1769.89,1770.51,1770.06,1770.61,1770.51,1770.81,1770.86,1770.9,1770.86,1770.87,1770.91,1771.21,1771.67,1771.2,1771.55,1771.93,1771.78,1771.89,1771.73,1772.47,1772.49,1771.92,1772.6,1772.5,1772.39,1772.34,1772.76,1773,1772.87,1773.47,1773.35,1773.29,1773.35,1773.24,1773.27,1773.62,1773.44,1774.1,1773.53,1774.13,1773.88,1773.98,1774.12,1774.39,1774.29,1774.53,1774.07,1774.66,1774.25,1773.88,1773.83,1774.25,1773.93,1774.3,1774.77,1773.96,1774.05,1774.1,1774.24,1773.92,1773.79
03.06.2026 14:29:03,1764.47,1764.36,1764.63,1764.76,1764.35,1764.7,1764.77,1764.88,1764.7,1764.87,1765.04,1765.12,1764.8,1765.55,1764.92,1765.55,1765.6,1765.72,1765.23,1765.49,1765.39,1765.35,1766.1,1766.08,1765.8,1765.74,1765.85,1766.37,1766.25,1766.39,1766.79,1766.38,1766.18,1766.42,1766.72,1766.89,1767.06,1766.9,1766.97,1767.02,1766.97,1767.59,1767.65,1767.77,1767.56,1767.95,1767.52,1767.83,1767.95,1768.31,1768.18,1768.4,1768.46,1768.54,1768.76,1768.72,1768.94,1769.14,1769.12,1768.92,1768.93,1768.91,1769.43,1769.52,1769.6,1769.64,1770.39,1770.21,1769.92,1770,1770.06,1770.24,1770.76,1770.7,1770.74,1771.12,1771.19,1770.99,1771.43,1771.21,1771.14,1771.41,1771.58,1771.69,1771.06,1772.5,1771.49,1772.47,1771.72,1772.23,1772.08,1772.84,1772.69,1772.39,1772.43,1772.46,1772.7,1772.46,1772.61,1772.74,1772.72,1773.18,1773.5,1772.81,1773.44,1772.86,1773.48,1773.47,1773.58,1773.31,1773.12,1773.78,1773.72,1773.51,1773.6,1773.49,1773.58,1773.28,1773.85,1773.11,1773.29,1773.82,1773.76,1773.63,1773.66,1772.99
03.06.2026 14:29:04,1763.32,1763.32,1763.89,1764.11,1764.06,1763.74,1764.32,1763.67,1763.82,1764.14,1764.13,1764.84,1764.07,1764.15,1764.89,1764.55,1764.66,1765.04,1764.53,1765.39,1765.37,1764.77,1765.47,1764.86,1764.92,1765.34,1765.31,1765.31,1765.73,1765.65,1765.11,1765.22,1765.81,1765.71,1765.94,1766.48,1766.16,1766.52,1766.43,1766.08,1766.44,1766.77,1767.06,1766.88,1766.96,1767.39,1767.54,1767.31,1767.37,1767.35,1767.37,1767.97,1767.51,1767.74,1767.77,1768.3,1767.97,1768.42,1768.25,1768.4,1768.5,1768.33,1768.94,1768.57,1768.68,1768.68,1768.94,1769.45,1769.12,1769.14,1769.26,1770.12,1769.89,1769.73,1769.98,1770.12,1770.54,1770.2,1770.65,1770.53,1770.58,1770.38,1770.64,1770.98,1770.81,1771.31,1770.99,1770.98,1771.2,1771.24,1771.68,1771.75,1771.23,1771.41,1771.85,1771.84,1772.03,1771.94,1772.33,1772.31,1772.43,1771.79,1772.65,1772.37,1772.83,1772.35,1772.84,1772.23,1772.5,1772.21,1772.5,1772.85,1772.81,1772.7,1772.78,1772.72,1772.26,1772.98,1772.77,1772.85,1772.46,1772.15,1772.85,1772.59,1772.86,1772.59
03.06.2026 14:29:05,1762.72,1762.56,1763.2,1763.12,1762.92,1763.31,1763.18,1763.63,1763.5,1763.59,1763.16,1763.95,1763.74,1763.34,1764.07,1763.57,1763.61,1764.14,1764.52,1764.05,1764.24,1764.24,1764.4,1764.65,1764.67,1764.99,1763.93,1764.8,1765.09,1764.91,1765.07,1765.42,1765.58,1764.95,1765.32,1765.83,1765.75,1765.92,1765.75,1765.63,1765.45,1766.12,1766,1766.6,1766.12,1766.42,1765.96,1766.89,1766.55,1766.49,1766.84,1767,1766.99,1766.85,1767.22,1767.16,1767.05,1767.93,1768.06,1767.86,1768.01,1767.91,1767.81,1767.84,1768.18,1768.02,1768.64,1768.62,1768.83,1768.83,1768.72,1768.88,1769.3,1768.97,1768.8,1769.42,1769.33,1769.24,1769.57,1769.94,1770.09,1770.35,1769.97,1769.85,1770.1,1770.18,1770.27,1770.72,1770.34,1770.8,1770.81,1771.46,1771.08,1771.54,1771.08,1770.73,1771.62,1771.48,1771.39,1771.64,1771.44,1771.36,1771.89,1772.14,1771.85,1771.46,1771.97,1771.95,1771.9,1772.09,1772.28,1772.2,1771.7,1771.86,1771.91,1771.59,1771.95,1772.07,1772.2,1772.1,1771.61,1771.98,1771.93,1772.02,1771.72,1771.19
03.06.2026 14:29:05,1762.22,1762.81,1762.44,1762.66,1762.47,1762.26,1762.27,1763.2,1762.68,1762.87,1762.79,1762.86,1763.05,1763.46,1763.25,1763.25,1763.74,1763.32,1763.64,1763.63,1763.74,1763.67,1763.58,1764.27,1763.65,1763.89,1763.89,1763.93,1764.28,1764.79,1765.02,1764.33,1764.79,1764.59,1764.83,1765.08,1765.1,1764.67,1765.19,1765.06,1765.51,1765.24,1765.69,1765.69,1765.87,1765.97,1766.38,1765.5,1765.89,1766.45,1766.54,1766.31,1766.83,1767.09,1766.73,1766.67,1767.28,1767.04,1767.31,1767.38,1767.19,1767.85,1768.22,1767.59,1767.72,1768.41,1768.12,1768.4,1768.02,1768.27,1768.36,1768.33,1768.42,1768.81,1769.11,1769.25,1769.11,1768.97,1769.22,1769.5,1769.87,1769.75,1769.77,1769.9,1769.59,1769.78,1769.7,1770.13,1770.59,1770.16,1770.46,1770.53,1770.26,1770.59,1770.58,1770.81,1770.83,1770.1,1771.24,1770.89,1770.79,1771.25,1771.26,1771.37,1771.28,1771.55,1771.49,1771.3,1772.22,1772,1771.54,1771.76,1771.94,1771.6,1771.53,1771.61,1771.53,1770.96,1771.58,1771.48,1771.53,1771.54,1771.51,1771.88,1771.57,1770.86
03.06.2026 14:29:06,1762.16,1761.99,1761.97,1762.38,1761.9,1761.79,1761.75,1762.14,1762.71,1762.73,1762.67,1762.75,1763.15,1762.78,1762.92,1763.14,1763.26,1763.33,1763.24,1763.21,1763.36,1763.51,1763.01,1763.75,1763.99,1764.37,1763.6,1763.99,1764.09,1763.86,1764.3,1764.46,1764.36,1764.18,1764.73,1764.39,1764.73,1764.82,1764.85,1765.34,1765.08,1765.52,1765.02,1765.69,1765.18,1765.53,1766,1765.98,1765.97,1765.5,1765.86,1766.22,1766.44,1766.25,1766.71,1766.94,1766.78,1766.84,1767.22,1767.06,1766.8,1767.59,1767.04,1767.38,1767.5,1767.82,1767.62,1767.61,1768.1,1768.5,1767.35,1768.49,1768.1,1768.36,1768.6,1768,1768.55,1768.71,1768.96,1769.28,1769.02,1768.97,1769.24,1769.41,1769.32,1769.71,1769.36,1769.46,1769.78,1769.32,1770.3,1769.96,1770.13,1770.01,1770.06,1770.8,1770.19,1770.59,1770.7,1770.67,1770.29,1771.18,1770.84,1771.03,1770.41,1771.18,1770.94,1771.14,1770.98,1771.19,1770.92,1771.11,1771.19,1771.05,1770.82,1771.04,1771.23,1771.3,1771.46,1771.31,1771.03,1770.86,1770.84,1770.64,1771.29,1770.98
03.06.2026 14:29:07,1761.86,1761.78,1761.58,1761.38,1761.94,1762.26,1761.88,1761.91,1761.92,1762.36,1762.17,1762.19,1762.83,1763.19,1762.72,1762.61,1762.41,1762.33,1762.46,1762.68,1762.94,1763.09,1763.61,1763.57,1762.99,1763.81,1763.7,1763.36,1763.41,1763.9,1763.24,1764.02,1763.47,1763.74,1763.91,1764.01,1763.92,1764.4,1764.07,1764.67,1764.57,1764.77,1764.47,1764.84,1765.2,1765.24,1765.14,1765.47,1765.23,1765.59,1765.28,1765.61,1765.91,1765.96,1765.85,1766.03,1765.9,1766.9,1766.39,1766.53,1766.87,1766.54,1766.9,1767.02,1767.03,1766.85,1766.86,1767.25,1767.24,1767.61,1767.49,1767.58,1767.99,1768.03,1768.17,1768.51,1768.88,1768.2,1768.6,1768.69,1768.58,1768.53,1768.52,1768.99,1768.8,1769.19,1769.1,1769.56,1769.46,1769.27,1769.5,1769.56,1769.65,1769.73,1769.98,1769.63,1769.73,1770.38,1769.93,1770.02,1770.16,1769.68,1770.38,1770.48,1770.38,1770.38,1770.49,1770.55,1770.14,1770.31,1770.72,1770.22,1770.54,1770.81,1770.66,1771.17,1770.53,1770.52,1770.86,1770.53,1770.5,1770.6,1770.84,1771,1770.36,1770.35
03.06.2026 14:29:08,1760.51,1761.48,1760.88,1761.25,1761.22,1761.65,1761.34,1761.93,1761.5,1761.56,1761.73,1761.94,1761.9,1761.62,1762.06,1762.1,1762.44,1762.8,1762.37,1762.33,1762.39,1762.55,1762.64,1762.39,1762.24,1762.92,1762.51,1763.01,1763.13,1763.31,1763.32,1763.02,1763.9,1763.96,1763.82,1763.46,1763.73,1763.71,1763.73,1764.03,1763.68,1764.53,1764.82,1764.11,1764.95,1764.52,1764.54,1764.64,1764.76,1765.21,1765.5,1765.44,1765.7,1765.16,1765.79,1765.64,1765.49,1765.65,1766.26,1766.18,1766.32,1766.53,1766.41,1766.41,1766.28,1766.64,1766.73,1766.5,1767.13,1767.02,1767.11,1767.59,1766.83,1767.27,1767.83,1767.45,1767.15,1767.53,1768.19,1768.43,1768.52,1768.1,1767.74,1768.53,1768.08,1768.38,1769.16,1768.55,1769.52,1769.21,1769.35,1769.38,1769.26,1769.45,1769.59,1769.96,1769.72,1769.4,1769.67,1769.8,1770.12,1769.96,1769.73,1770.04,1770.24,1770.06,1770.44,1770.19,1770.24,1770.36,1770.31,1769.75,1770.24,1770.03,1770.17,1770.85,1770.53,1770.76,1770.62,1769.57,1770.65,1770.7,1770.15,1770.18,1769.67,1770.14
03.06.2026 14:29:09,1761.15,1761.02,1761.18,1761.15,1761.29,1761.56,1761.32,1761.7,1761.67,1761.08,1761.11,1761.68,1761.46,1762.1,1761.32,1761.46,1761.9,1761.76,1761.46,1762.33,1762.12,1761.97,1762.52,1762.5,1762.64,1762.77,1762.7,1762.64,1762.68,1762.63,1762.72,1763.05,1763.18,1762.99,1763.51,1762.85,1763.03,1763.25,1763.81,1764.1,1764.1,1764.16,1763.89,1763.82,1764.07,1764.38,1764.61,1764.52,1764.85,1764.29,1764.68,1764.85,1764.83,1764.97,1764.9,1765.35,1765.15,1765.7,1765.56,1766.11,1765.72,1766.05,1766.05,1765.86,1766.13,1766.12,1766.25,1766.69,1766.78,1766.6,1766.46,1767.04,1766.83,1766.83,1766.82,1767.31,1767.42,1767.28,1767.47,1768.01,1767.89,1767.65,1767.28,1768,1768.12,1767.74,1768.29,1768.29,1768.94,1768.17,1768.36,1768.73,1769.15,1769.05,1768.88,1769.4,1768.99,1769.54,1769.19,1768.89,1769.03,1769.69,1769.7,1769.87,1770.14,1769.7,1769.94,1769.52,1769.84,1769.68,1769.53,1769.55,1770.08,1770.19,1770.37,1769.54,1770.1,1770.07,1770.21,1770.12,1770.01,1769.98,1770.26,1769.67,1769.83,1769.03
