TimeStamp/Wavelength,1550,1552,1554,1556,1558,1560,1562,1564,1566,1568,1570,1572,1574,1576,1578,1580,1582,1584,1586,1588,1590,1592,1594,1596,1598,1600,1602,1604,1606,1608,1610,1612,1614,1616,1618,1620,1622,1624,1626,1628,1630,1632,1634,1636,1638,1640,1642,1644,1646,1648,1650,1652,1654,1656,1658,1660,1662,1664,1666,1668,1670,1672,1674,1676,1678,1680,1682,1684,1686,1688,1690,1692,1694,1696,1698,1700,1702,1704,1706,1708,1710,1712,1714,1716,1718,1720,1722,1724,1726,1728,1730,1732,1734,1736,1738,1740,1742,1744,1746,1748,1750,1752,1754,1756,1758,1760,1762,1764,1766,1768,1770,1772,1774,1776,1778,1780,1782,1784,1786,1788,1790,1792,1794,1796,1798,1800,1802,1804,1806,1808,1810,1812,1814,1816,1818,1820,1822,1824,1826,1828,1830,1832,1834,1836,1838,1840,1842,1844,1846,1848,1850,1852,1854,1856,1858,1860,1862,1864,1866,1868,1870,1872,1874,1876,1878,1880,1882,1884,1886,1888,1890,1892,1894,1896,1898,1900,1902,1904,1906,1908,1910,1912,1914,1916,1918,1920,1922,1924,1926,1928,1930,1932,1934,1936,1938,1940,1942,1944,1946,1948,1950
03.06.2026 14:33:20,1306.51,1311.07,1312.56,1315.2,1317.65,1320.63,1318.94,1323.25,1326.28,1326.85,1328.31,1329.14,1330.32,1328.23,1331.04,1330.94,1330.19,1332.07,1334.33,1331.87,1335.43,1337.44,1334.57,1335.06,1332.79,1335.61,1334.09,1334.69,1335.11,1333.81,1332.46,1332.23,1336.41,1336.08,1334.01,1334.49,1336.85,1332.78,1333.89,1334.7,1334.91,1334.95,1335.66,1336.08,1336.34,1335.18,1331.25,1334.55,1335.57,1333.38,1334.47,1333.84,1334.49,1331.39,1333.28,1333.92,1334.68,1334.89,1335.21,1334.39,1332.98,1333.51,1333.7,1332.32,1333.13,1331.3,1327.68,1331.57,1331.81,1331.88,1328.93,1329.56,1329.85,1330.48,1329.92,1332.39,1329.21,1325.38,1327.34,1328.88,1328.26,1325.33,1327.45,1324.77,1324,1324.9,1322.28,1324.01,1321.09,1322.02,1322.07,1320.32,1320.32,1319.19,1319.93,1317.02,1320.1,1316.39,1311.65,1314.52,1314.12,1314.6,1314.79,1310.32,1310.05,1309.61,1309.14,1311.3,1308.3,1307.41,1309.59,1309.61,1309.26,1306.83,1307.48,1309.11,1307.74,1307.38,1306.19,1307.13,1307.9,1308.94,1309.57,1310.09,1310.52,1308.22,1312.17,1314.1,1314.31,1314.35,1313.49,1315.39,1316.62,1317.81,1317.56,1318.52,1318.79,1323.08,1320.85,1322.42,1321.11,1320.46,1322.29,1323.08,1323.09,1322.75,1326.06,1324.63,1322.93,1323.37,1324.39,1323.14,1321.34,1324.07,1322.35,1317.85,1318.16,1318.35,1314.26,1315.5,1310.56,1310.67,1308.68,1305.16,1306.99,1303.47,1304.97,1303.59,1301.55,1301.59,1302.38,1301.14,1301.44,1298.39,1301.39,1302.87,1304.46,1303.47,1303.89,1307.42,1308.51,1308.12,1309.09,1313.58,1314.09,1315.61,1316.31,1317.35,1319.51,1321.83,1324.78,1328.6,1330.15,1333.21,1337.34,1335.88,1339.62,1342.2,1344.66,1347.88,1350.46
03.06.2026 14:33:21,1306.29,1309.84,1313.1,1312.74,1318.93,1321.55,1323.98,1322.14,1326.81,1326.5,1328.95,1329.62,1328.29,1330.04,1331.19,1329.72,1331.18,1333.97,1333.04,1330.63,1334.36,1332.05,1334.71,1334.55,1333.31,1333.71,1334.89,1334.33,1335.03,1335.18,1333.76,1334.79,1333.32,1335.06,1335.68,1332.6,1336.49,1335.76,1333.73,1334.23,1335.73,1334.31,1334.55,1333.65,1336.42,1332.96,1334.99,1336.8,1335.1,1334.09,1333.58,1336.91,1332.31,1335.86,1334.34,1333.65,1331.25,1336.21,1331.73,1334.94,1333.94,1334.41,1334.56,1332.78,1331.91,1331.62,1331.96,1334.7,1331.19,1331.91,1329.61,1327.27,1332.05,1330.24,1330.54,1330.48,1330.39,1328.84,1329.53,1328.04,1327.79,1325.85,1327.57,1325.01,1325.68,1323.25,1323.86,1322.05,1321.7,1321.34,1321.93,1322.58,1320.25,1319.37,1320.71,1318.44,1320.32,1317.57,1315.24,1315.32,1313.47,1313.81,1313.75,1313.41,1311.63,1311.67,1310.07,1308.4,1309.48,1306.33,1308.19,1309.59,1306.26,1306.58,1307.74,1306.07,1309.08,1305.95,1308.08,1306.63,1304.23,1310.08,1308.85,1310.81,1309.67,1309.02,1313.29,1312.17,1313.9,1313.08,1315.16,1314.54,1317.9,1319.25,1317.32,1319.49,1319.13,1319.58,1318.48,1319.01,1320.04,1321.51,1322.97,1322.22,1322.36,1324.53,1323.9,1324.88,1324.6,1324.56,1323.25,1322.82,1322.03,1322.74,1320.6,1318.07,1316.2,1316.32,1315.6,1310.26,1312.6,1310.96,1308.58,1307.71,1304.95,1306.16,1302.21,1299.77,1303.31,1300.01,1299.17,1298.43,1299.77,1302.28,1299.97,1301.99,1303.18,1303.25,1303.12,1305.28,1309.21,1307.44,1308.17,1310.11,1313.16,1315.77,1314.39,1318.63,1320.46,1324.69,1324.28,1324.25,1328.9,1331.76,1333.41,1339.89,1340.84,1342,1347.51,1347.45,1351.05
03.06.2026 14:33:22,1306.51,1310.26,1312.98,1314.73,1318.32,1320.68,1321.1,1325,1327.6,1328.2,1326.81,1330.13,1328.22,1330.59,1330.33,1330.05,1331.88,1333.51,1331.69,1332.53,1333.01,1335.23,1334.64,1334.93,1333.42,1334.59,1336.53,1334.69,1336.34,1335.76,1336.93,1335.24,1335.99,1336.78,1335.38,1337.02,1336.11,1335.72,1337.4,1335.29,1335.08,1334.16,1334.66,1333.97,1335.03,1335.35,1334.54,1335.49,1334.16,1333.76,1333.69,1335.04,1332.11,1334.52,1335.76,1335.44,1332.15,1331.31,1332.84,1332.11,1330.35,1332.34,1333.03,1333.43,1334.13,1331.52,1331.77,1331.75,1332.58,1330.2,1330.94,1333.17,1332.13,1331.02,1329.53,1328.07,1327.12,1327.01,1328.58,1326.47,1329.64,1327.92,1327.58,1325.21,1324.46,1324.74,1324.28,1324.06,1324.92,1322.6,1322.04,1320.67,1319.21,1317.49,1317.34,1318.43,1317.38,1315.58,1315.3,1314.91,1313.29,1313.47,1312.05,1313.16,1312.33,1310.86,1308.44,1310.09,1310.73,1308.74,1310.04,1308.04,1307.08,1307.69,1309.55,1304.69,1306.59,1308.06,1309.04,1305.91,1308.01,1309.07,1309.81,1309.05,1308.57,1309.77,1312.1,1310.14,1313.42,1315.51,1314.37,1315.3,1317.99,1316.18,1317.72,1318.63,1319.48,1321.71,1321.42,1320.31,1321.7,1323.94,1322.02,1325.44,1323.9,1321.7,1321.87,1323.15,1323.37,1325.82,1323.99,1323.01,1322.77,1321.74,1319.79,1318.94,1321.24,1317.71,1314.19,1312.34,1311.34,1311.18,1309.68,1307.22,1306,1306.18,1302.48,1302.83,1302.23,1301.18,1303.22,1301.99,1298.49,1303.31,1301.56,1301.56,1301.94,1305.57,1305.89,1306.02,1308.56,1310.03,1309.85,1310.66,1313.58,1314.67,1317.54,1320.83,1321.66,1322.08,1323.68,1326.28,1329.4,1332.8,1333.36,1335.76,1337.85,1344.14,1345.26,1345.8,1352.74
03.06.2026 14:33:23,1307.16,1309.72,1313.23,1316.54,1318.62,1319.84,1320.45,1323.73,1323.37,1328.35,1327.97,1327.72,1329.24,1328.23,1330.5,1330.63,1332.45,1333.62,1332.2,1335.46,1330.26,1334.8,1334.55,1333.97,1335.54,1334.8,1334.36,1336.07,1334.07,1332.66,1333.95,1334.86,1334.04,1336.67,1332.74,1335.21,1336.61,1336.35,1335.13,1337.74,1331.56,1337.52,1336.64,1335.83,1333.67,1333.38,1333.31,1334.8,1333.75,1333.24,1336.35,1334.24,1335.52,1334.71,1335.65,1331.78,1334.79,1333.64,1333.04,1331.36,1333.35,1332.77,1332.93,1333.14,1334.61,1332.99,1333.16,1332.78,1331.57,1332.96,1334.35,1330.24,1332.53,1329.67,1329.83,1327.06,1328.86,1326.07,1328.23,1324.43,1328.33,1326.26,1326.39,1324.91,1328.12,1324.8,1326.4,1325.97,1325.66,1320.96,1319.92,1319.3,1321.65,1320.93,1317.89,1315.84,1319.21,1316.62,1315.97,1312.16,1314.94,1313.04,1313.18,1310.1,1311.4,1310.97,1310.51,1307.6,1311.41,1307.37,1307.69,1307.7,1308,1308.73,1308.71,1307.26,1305.62,1308.07,1304.51,1308.55,1306.88,1308.68,1309.92,1309.04,1309.64,1311.16,1311.79,1310.32,1313.93,1315.7,1314.32,1313.61,1315.38,1319.86,1320.8,1323.51,1320.87,1320.1,1321.8,1320.87,1323.01,1321.96,1323.83,1320.45,1323.96,1324.41,1325.42,1324.25,1322.77,1322.9,1325.13,1323.08,1324.53,1321.29,1321.32,1317.1,1316.65,1314.77,1316.08,1315.7,1311.48,1310.05,1307.16,1307.81,1305.42,1306.46,1303.92,1302.29,1302.18,1305.99,1302.15,1299.54,1300.34,1299.6,1301.75,1302.09,1303.15,1303.97,1306.7,1306.98,1306.48,1310.81,1309.53,1313.97,1315.95,1316.86,1317.36,1318.02,1321.31,1323.27,1329,1327.91,1328.77,1331.2,1336.46,1339.31,1340.91,1341.76,1346.01,1346.81,1351.5
03.06.2026 14:33:24,1307.26,1310.39,1312.11,1318.37,1319.38,1320.01,1321.45,1323.07,1324.71,1325.52,1325.49,1328.03,1329.99,1331.94,1329.64,1332.4,1332.4,1330.54,1331.33,1334.88,1334.47,1332.31,1333.34,1333.41,1333.31,1334.95,1336.41,1336.07,1335.63,1335.42,1335.24,1332.62,1334.46,1334.61,1334.85,1334.56,1334.59,1333.21,1334.87,1335.72,1334.65,1336.87,1335.69,1331.41,1335.1,1335.44,1335.06,1335.13,1334.59,1335.69,1332.47,1332.53,1332.72,1333.69,1335.89,1336.4,1332.2,1333.36,1335.03,1331.61,1332.52,1330.29,1332.97,1332.84,1330.03,1332.97,1329.84,1330,1333.11,1331.57,1328.5,1330.94,1330.2,1330.93,1329.77,1327.7,1330.64,1329.7,1326.8,1327.63,1328.44,1328.2,1327.14,1324.41,1326.81,1322.9,1324.8,1325.81,1322.13,1320.74,1321.18,1321.74,1318.63,1322.07,1319.67,1319.83,1318.85,1316.81,1315.21,1315.3,1311.95,1312.7,1312.69,1311.04,1312.2,1309.75,1306.61,1308.13,1309.02,1307.51,1309,1309.88,1309.1,1306.25,1307.95,1307.53,1305.36,1307.83,1307.39,1310.67,1307.69,1307.03,1306.34,1307.94,1312.81,1311.81,1313.59,1312,1314.69,1313.67,1315.36,1314.31,1317.81,1317.05,1318.03,1319.34,1319.1,1318.38,1320.8,1321.49,1323.63,1323.07,1323.16,1322.91,1322.3,1323.84,1327.07,1324.74,1322.34,1326.18,1327.6,1321.62,1321.14,1320.06,1321.35,1320.32,1317.37,1313.77,1314.25,1316.28,1310.55,1310.5,1308.53,1308.8,1305.03,1304.9,1302.64,1302.68,1302.1,1299.39,1303.93,1300.6,1301.02,1302.11,1304.59,1301.24,1300.51,1303.45,1303.87,1306.05,1309.03,1309.14,1312.01,1314.52,1312.78,1315.64,1318.01,1320.7,1322.48,1321.78,1324.02,1329.39,1330.15,1331.55,1336.06,1339.64,1340.51,1343.65,1346.34,1349.91,1350.01
03.06.2026 14:33:25,1305.94,1307.92,1313.88,1315.5,1318.71,1315.95,1322.48,1325.38,1325.55,1326.62,1326.54,1327.34,1332.65,1332.59,1331.21,1333.32,1333.32,1332.19,1334.22,1333.22,1335.46,1335.43,1334.71,1336.12,1333.68,1334.61,1332.55,1336.05,1333.59,1336.03,1335.64,1335.43,1334.78,1335.15,1334.39,1337.28,1332.63,1338.57,1335.1,1333.73,1337.59,1336.83,1334.94,1336.8,1332.73,1336.62,1333.72,1334.38,1336.73,1335.65,1334.48,1335.76,1335.16,1334.39,1334.76,1333.22,1334.66,1333.53,1333.91,1333.79,1332.81,1330.97,1334.73,1332.1,1332.9,1331.58,1333.7,1330.78,1333,1332.77,1331.83,1331.2,1327.36,1329.27,1330.08,1328.87,1329.77,1329.38,1326.58,1325.32,1324.62,1326.15,1323.14,1325.94,1324.67,1325.04,1324.5,1323.91,1320.99,1321.34,1321.19,1321.83,1318.5,1321.23,1319.19,1318.61,1318.4,1318.18,1315.86,1314.51,1313,1314.02,1315.09,1311.34,1310.86,1310.09,1308.94,1309.87,1310.6,1309.06,1309.81,1307.98,1309.71,1309.18,1308.17,1306.84,1307.25,1309.65,1304.66,1307.6,1306.56,1307.33,1309.89,1309.58,1309.72,1312.23,1309.91,1312.34,1311.96,1314.86,1313.3,1313.53,1316.38,1317.02,1317.49,1315.96,1321.78,1320.34,1320.04,1321.03,1321.13,1324,1320.34,1324.75,1323.51,1326.12,1324.08,1323.92,1323.92,1325.02,1321.48,1322.11,1321.7,1321.08,1323.15,1321.66,1318.46,1318.18,1315.65,1314.64,1312.09,1311.95,1307.7,1306.88,1307.39,1303.99,1301.53,1303.18,1300.37,1300.79,1301.56,1300.43,1300.02,1301.7,1300.56,1302.15,1305.25,1304.42,1303.27,1307.11,1305.45,1307.56,1309.5,1309.15,1315.16,1316.11,1318.93,1317.65,1324.78,1323.98,1324.84,1327.31,1329.27,1332.67,1337.39,1336.33,1340.81,1342.64,1347.84,1350.01,1349.6
03.06.2026 14:33:26,1307.95,1310.68,1314,1317.07,1318.48,1320.55,1323.19,1324.7,1323.98,1325.63,1327.06,1327.82,1330.64,1328.84,1332.67,1333.31,1333.3,1332.53,1334.74,1335.46,1335.84,1334.02,1335.73,1336.79,1335.1,1335.83,1335.65,1333.31,1334.33,1335.47,1333.7,1333.93,1335.37,1339.06,1335.71,1336.64,1333.36,1333.84,1334.58,1335.7,1335.92,1335.83,1335.29,1334.54,1333.75,1334.8,1334.07,1333.2,1334.95,1337.05,1336.59,1333.65,1332.91,1332.88,1335,1334.33,1333.42,1331.78,1332.95,1335.27,1332.25,1331.14,1333.23,1334.08,1329.37,1333.77,1330.34,1333.41,1332.24,1331.45,1330.75,1332.05,1328.83,1331.46,1330.54,1331.14,1330.58,1327.5,1326.45,1326.76,1327.21,1327.82,1325.05,1325.99,1322.75,1326.17,1327.35,1324.62,1324.25,1321.76,1321.22,1322.12,1318.62,1322.21,1318.54,1318.36,1318.75,1316.82,1315.44,1313.16,1315.91,1316.61,1310.01,1312.37,1311.04,1312.8,1311.83,1309.49,1309.86,1308.93,1306.78,1310.26,1306.43,1306.11,1306.18,1308.39,1307.12,1308.98,1306.82,1308.96,1308.29,1309.5,1308.86,1307.42,1309.65,1310.76,1310.34,1312.3,1315.95,1315.11,1313.91,1316.04,1317.77,1317.51,1320.76,1319.63,1317.35,1320.25,1317.96,1320.01,1321.8,1322.98,1322.42,1322.36,1323.21,1324.55,1322.97,1322.56,1321.7,1324.04,1323.5,1320.9,1322.45,1322.69,1321.23,1320.49,1318.29,1317.83,1315,1314.93,1311.39,1309.43,1308.19,1308.62,1308.78,1302.91,1301.4,1303.55,1300.04,1299.92,1304.38,1303.46,1299.44,1300.6,1298.8,1301.7,1302.16,1301.67,1306.15,1306.73,1307.43,1306.43,1312.38,1312,1313.7,1315.36,1318.51,1319.81,1319.71,1323.42,1325.03,1327.34,1327.56,1332.54,1334.89,1337.3,1340.79,1341.43,1345.97,1349.73,1351.85
03.06.2026 14:33:28,1307.14,1309.3,1315.09,1318.32,1316.73,1318.87,1323.64,1323.87,1326.64,1327.73,1327.03,1325.74,1328.89,1330.46,1330.34,1332.51,1331.38,1331.33,1331.82,1331.05,1333.46,1334.26,1335.73,1333.97,1334.39,1335.26,1339.21,1331.33,1335.7,1335.75,1334.18,1334.14,1337.52,1335.13,1335.27,1337.21,1336.31,1335.56,1336.19,1335.21,1334.93,1337.1,1334,1335.24,1336.32,1337.61,1336.17,1336.97,1332.95,1332.74,1335.52,1336.1,1336.05,1337.5,1332.48,1335.27,1334.4,1332.58,1334.07,1332.27,1331.66,1333.87,1334.37,1330.37,1333.58,1331.11,1331.89,1330.31,1332.14,1330.63,1333.21,1329.61,1332.15,1330.31,1327.82,1331.43,1329.39,1331.67,1327.27,1330.46,1325.87,1326.69,1326.23,1325.2,1322.19,1325.7,1325.3,1323.37,1323.22,1323.29,1322.1,1319.61,1323.8,1322.23,1320.96,1318.66,1318.55,1315.5,1314.9,1317.25,1314.42,1312.94,1311.21,1313.62,1312.11,1312.16,1308.34,1310.43,1312.78,1311.51,1309.76,1307.96,1309.93,1307.73,1307.02,1306.44,1307.84,1309,1307.66,1305.56,1308.69,1307.12,1310.33,1310.24,1310.83,1308.55,1313.61,1313.36,1312.37,1313.58,1315.96,1317.53,1315.07,1319,1318.19,1317.3,1318.2,1318.62,1319.61,1321.04,1323.4,1324.25,1324.23,1323.29,1324.76,1324.89,1326.87,1323.46,1323.57,1322.42,1323.54,1323.7,1320.18,1320.89,1320.8,1321.55,1317.65,1316.75,1314.67,1312.98,1311.94,1308.67,1309.47,1308.52,1302.58,1303.24,1302.43,1302.62,1303.22,1302.07,1303.07,1297.59,1302.87,1303.32,1301.13,1302.69,1304.07,1301.36,1304.94,1306.85,1306.7,1306.92,1310.62,1311.05,1313.22,1314.87,1315.96,1319.04,1321.45,1322.62,1327.73,1326.3,1332.26,1331.94,1338.6,1339.43,1337.65,1343.66,1346.02,1351,1350.91
03.06.2026 14:33:29,1307.02,1308.88,1312.78,1316.28,1317.4,1323.57,1323.07,1322.29,1325.1,1327.01,1325.94,1327.77,1328.85,1329.08,1330.98,1332.85,1331.82,1332.93,1333.83,1332.8,1335.73,1333.42,1335.29,1333.56,1333.91,1333.94,1331.64,1334.1,1334.92,1337.02,1335.49,1337.61,1335.45,1335.05,1336.58,1334,1335.14,1335.6,1335,1336.85,1334.38,1334.46,1334.42,1336.01,1335.96,1335.31,1332.5,1334.78,1334.7,1334.69,1334.54,1334.47,1334.21,1334.6,1331.65,1335.45,1332.46,1334.48,1333.45,1331.68,1334.05,1334.44,1335.45,1334.32,1331.74,1332.58,1330.79,1331.02,1332.78,1332.3,1328.99,1329.89,1332.29,1330.63,1327.82,1328.56,1329.07,1330.64,1329.67,1328.19,1326.66,1328.43,1327.06,1325.25,1325.49,1326.46,1323.6,1321.77,1322.1,1322.8,1322.16,1319.75,1321.82,1321.12,1318.09,1318.77,1315.04,1315.94,1315.16,1314.8,1315.03,1315.16,1311.28,1312.1,1315.08,1312.22,1307.53,1310.56,1308.42,1307.61,1306.69,1307.18,1308.2,1305.29,1306.66,1306.44,1307.89,1304.35,1306.88,1308.67,1306.97,1307.56,1305.74,1308.24,1308.48,1310.61,1309.98,1312.21,1311.79,1313.85,1315.76,1315.51,1317.26,1317.59,1317.31,1319.36,1320.52,1321.69,1323.02,1320.72,1321.6,1322.86,1325.67,1322.93,1322.89,1322.46,1322.49,1324.12,1323.73,1325,1325.49,1321.69,1324.77,1321.39,1318.43,1318.86,1318.46,1318.05,1314.41,1313.73,1308.5,1308.6,1308.61,1305.64,1306.9,1305.6,1305.12,1304.39,1302.47,1302.49,1303.48,1301.79,1301.28,1303.17,1302.3,1303.27,1303.7,1304.43,1305.35,1307.71,1309.1,1310.07,1310.92,1312.66,1314.89,1316.17,1315.87,1320.04,1322.06,1323.53,1323.71,1327.01,1330.87,1332.45,1335.59,1337.81,1339.61,1343.86,1345.01,1349.92,1350.47
